Customer_id,Recency,Frequency,Monetary,Recency_bin,Frequency_bin,Monetary_bin
CS2626,3293,12,926,150+,5+,501+
CS2627,3140,21,1524,150+,5+,501+
CS2628,3153,29,2135,150+,5+,501+
CS2629,3223,12,828,150+,5+,501+
CS2630,3235,17,1234,150+,5+,501+
CS2631,3122,13,972,150+,5+,501+
CS2632,3252,18,1164,150+,5+,501+
CS2633,3231,19,1371,150+,5+,501+
CS2634,3262,19,1423,150+,5+,501+
CS2635,3175,23,1438,150+,5+,501+
CS2636,3127,16,1164,150+,5+,501+
CS2637,3179,26,1902,150+,5+,501+
CS2638,3126,25,1690,150+,5+,501+
CS2639,3164,26,1797,150+,5+,501+
CS2640,3168,18,1296,150+,5+,501+
CS2641,3203,19,1227,150+,5+,501+
CS2642,3353,17,1180,150+,5+,501+
CS2643,3287,22,1644,150+,5+,501+
CS2644,3146,20,1507,150+,5+,501+
CS2645,3143,14,858,150+,5+,501+
CS2646,3146,17,1019,150+,5+,501+
CS2647,3124,23,1830,150+,5+,501+
CS2648,3146,25,1610,150+,5+,501+
CS2649,3227,21,1460,150+,5+,501+
CS2650,3364,15,1149,150+,5+,501+
CS2651,3190,22,1712,150+,5+,501+
CS2652,3229,20,1440,150+,5+,501+
CS2653,3213,22,1454,150+,5+,501+
CS2654,3177,16,952,150+,5+,501+
CS2655,3152,27,1896,150+,5+,501+
CS2656,3166,24,1729,150+,5+,501+
CS2657,3161,29,2286,150+,5+,501+
CS2658,3148,24,1816,150+,5+,501+
CS2659,3138,20,1429,150+,5+,501+
CS2660,3157,15,844,150+,5+,501+
CS2661,3241,26,1874,150+,5+,501+
CS2662,3138,26,1735,150+,5+,501+
CS2663,3128,24,1788,150+,5+,501+
CS2664,3183,23,1512,150+,5+,501+
CS2665,3144,19,1273,150+,5+,501+
CS2666,3244,18,1321,150+,5+,501+
CS2667,3150,14,993,150+,5+,501+
CS2668,3199,19,1427,150+,5+,501+
CS2669,3178,30,1953,150+,5+,501+
CS2670,3127,20,1398,150+,5+,501+
CS2671,3160,20,1554,150+,5+,501+
CS2672,3127,20,1530,150+,5+,501+
CS2673,3122,15,1112,150+,5+,501+
CS2674,3238,12,854,150+,5+,501+
CS2675,3206,17,1411,150+,5+,501+
CS2676,3210,24,1693,150+,5+,501+
CS2677,3272,14,1025,150+,5+,501+
CS2678,3232,13,978,150+,5+,501+
CS2679,3202,29,1986,150+,5+,501+
CS2680,3188,16,986,150+,5+,501+
CS2681,3161,21,1305,150+,5+,501+
CS2682,3135,29,2045,150+,5+,501+
CS2683,3166,25,1665,150+,5+,501+
CS2684,3206,15,1184,150+,5+,501+
CS2685,3129,20,1474,150+,5+,501+
CS2686,3153,22,1399,150+,5+,501+
CS2687,3130,28,1731,150+,5+,501+
CS2688,3163,22,1452,150+,5+,501+
CS2689,3148,13,992,150+,5+,501+
CS2690,3149,21,1560,150+,5+,501+
CS2691,3413,16,1121,150+,5+,501+
CS2692,3150,28,1913,150+,5+,501+
CS2693,3167,21,1655,150+,5+,501+
CS2694,3304,19,1269,150+,5+,501+
CS2695,3221,23,1538,150+,5+,501+
CS2696,3226,18,1292,150+,5+,501+
CS2697,3124,16,1060,150+,5+,501+
CS2698,3127,12,671,150+,5+,501+
CS2699,3195,19,1280,150+,5+,501+
CS2700,3158,26,1874,150+,5+,501+
CS2701,3152,18,1101,150+,5+,501+
CS2702,3182,29,2090,150+,5+,501+
CS2703,3132,25,1615,150+,5+,501+
CS2704,3162,20,1462,150+,5+,501+
CS2705,3217,17,1268,150+,5+,501+
CS2706,3235,20,1434,150+,5+,501+
CS2707,3123,21,1498,150+,5+,501+
CS2708,3136,23,1546,150+,5+,501+
CS2709,3130,13,936,150+,5+,501+
CS2710,3128,22,1635,150+,5+,501+
CS2711,3308,18,1302,150+,5+,501+
CS2712,3127,20,1366,150+,5+,501+
CS2713,3146,20,1329,150+,5+,501+
CS2714,3158,13,871,150+,5+,501+
CS2715,3122,20,1369,150+,5+,501+
CS2716,3175,16,1335,150+,5+,501+
CS2717,3299,12,827,150+,5+,501+
CS2718,3254,11,751,150+,5+,501+
CS2719,3320,25,1667,150+,5+,501+
CS2720,3237,21,1294,150+,5+,501+
CS2721,3145,23,1722,150+,5+,501+
CS2722,3170,21,1431,150+,5+,501+
CS2723,3162,21,1446,150+,5+,501+
CS2724,3379,14,1166,150+,5+,501+
CS2725,3287,21,1395,150+,5+,501+
CS2726,3143,20,1421,150+,5+,501+
CS2727,3159,25,1698,150+,5+,501+
CS2728,3208,20,1488,150+,5+,501+
CS2729,3197,21,1401,150+,5+,501+
CS2730,3470,16,1186,150+,5+,501+
CS2731,3137,22,1736,150+,5+,501+
CS2732,3154,18,1362,150+,5+,501+
CS2733,3162,24,1725,150+,5+,501+
CS2734,3194,19,1242,150+,5+,501+
CS2735,3124,26,1813,150+,5+,501+
CS2736,3135,25,1733,150+,5+,501+
CS2737,3149,20,1317,150+,5+,501+
CS2738,3234,25,1799,150+,5+,501+
CS2739,3225,27,1962,150+,5+,501+
CS2740,3318,14,1048,150+,5+,501+
CS2741,3129,23,1528,150+,5+,501+
CS2742,3221,24,1565,150+,5+,501+
CS2743,3246,20,1295,150+,5+,501+
CS2744,3159,18,1174,150+,5+,501+
CS2745,3148,24,1525,150+,5+,501+
CS2746,3125,15,1023,150+,5+,501+
CS2747,3190,18,1284,150+,5+,501+
CS2748,3229,23,1537,150+,5+,501+
CS2749,3148,18,1225,150+,5+,501+
CS2750,3143,17,1067,150+,5+,501+
CS2751,3162,22,1571,150+,5+,501+
CS2752,3234,18,1100,150+,5+,501+
CS2753,3143,18,1256,150+,5+,501+
CS2754,3190,22,1638,150+,5+,501+
CS2755,3140,30,1983,150+,5+,501+
CS2756,3248,23,1450,150+,5+,501+
CS2757,3175,22,1526,150+,5+,501+
CS2758,3136,15,957,150+,5+,501+
CS2759,3189,18,1315,150+,5+,501+
CS2760,3159,15,1091,150+,5+,501+
CS2761,3155,17,1214,150+,5+,501+
CS2762,3337,12,755,150+,5+,501+
CS2763,3121,11,839,150+,5+,501+
CS2764,3177,13,990,150+,5+,501+
CS2765,3133,24,1639,150+,5+,501+
CS2766,3131,27,1706,150+,5+,501+
CS2767,3122,18,1323,150+,5+,501+
CS2768,3167,18,1306,150+,5+,501+
CS2769,3134,30,2202,150+,5+,501+
CS2770,3123,25,1707,150+,5+,501+
CS2771,3191,25,1671,150+,5+,501+
CS2772,3392,17,1208,150+,5+,501+
CS2773,3132,22,1474,150+,5+,501+
CS2774,3185,11,763,150+,5+,501+
CS2775,3138,22,1600,150+,5+,501+
CS2776,3153,28,2099,150+,5+,501+
CS2777,3354,20,1457,150+,5+,501+
CS2778,3207,16,1157,150+,5+,501+
CS2779,3188,14,934,150+,5+,501+
CS2780,3151,18,1303,150+,5+,501+
CS2781,3146,16,1098,150+,5+,501+
CS2782,3197,21,1585,150+,5+,501+
CS2783,3153,29,2060,150+,5+,501+
CS2784,3207,24,1750,150+,5+,501+
CS2785,3158,23,1702,150+,5+,501+
CS2786,3145,29,2034,150+,5+,501+
CS2787,3131,23,1641,150+,5+,501+
CS2788,3175,19,1218,150+,5+,501+
CS2789,3171,26,2003,150+,5+,501+
CS2790,3242,19,1496,150+,5+,501+
CS2791,3135,19,1381,150+,5+,501+
CS2792,3128,21,1557,150+,5+,501+
CS2793,3171,22,1668,150+,5+,501+
CS2794,3125,23,1789,150+,5+,501+
CS2795,3139,22,1609,150+,5+,501+
CS2796,3123,18,1279,150+,5+,501+
CS2797,3327,20,1352,150+,5+,501+
CS2798,3198,21,1535,150+,5+,501+
CS2799,3128,17,1102,150+,5+,501+
CS2800,3192,16,1063,150+,5+,501+
CS2801,3163,18,1148,150+,5+,501+
CS2802,3150,20,1347,150+,5+,501+
CS2803,3248,15,1034,150+,5+,501+
CS2804,3147,22,1530,150+,5+,501+
CS2805,3154,18,1104,150+,5+,501+
CS2806,3268,11,762,150+,5+,501+
CS2807,3182,19,1316,150+,5+,501+
CS2808,3289,24,1509,150+,5+,501+
CS2809,3134,24,1594,150+,5+,501+
CS2810,3210,15,1082,150+,5+,501+
CS2811,3264,17,1110,150+,5+,501+
CS2812,3141,16,1134,150+,5+,501+
CS2813,3196,23,1593,150+,5+,501+
CS2814,3144,18,1385,150+,5+,501+
CS2815,3157,16,1166,150+,5+,501+
CS2816,3131,21,1401,150+,5+,501+
CS2817,3188,21,1406,150+,5+,501+
CS2818,3131,29,2018,150+,5+,501+
CS2819,3144,20,1338,150+,5+,501+
CS2820,3271,23,1596,150+,5+,501+
CS2821,3139,27,1864,150+,5+,501+
CS2822,3167,15,1131,150+,5+,501+
CS2823,3139,25,1731,150+,5+,501+
CS2824,3124,20,1292,150+,5+,501+
CS2825,3141,14,873,150+,5+,501+
CS2826,3263,18,1142,150+,5+,501+
CS2827,3194,21,1455,150+,5+,501+
CS2828,3169,20,1350,150+,5+,501+
CS2829,3172,24,1794,150+,5+,501+
CS2830,3219,28,2070,150+,5+,501+
CS2831,3167,17,1250,150+,5+,501+
CS2832,3145,24,1585,150+,5+,501+
CS2833,3124,18,1299,150+,5+,501+
CS2834,3148,24,1747,150+,5+,501+
CS2835,3286,24,1800,150+,5+,501+
CS2836,3155,18,1297,150+,5+,501+
CS2837,3141,26,1813,150+,5+,501+
CS2838,3371,18,1446,150+,5+,501+
CS2839,3211,19,1295,150+,5+,501+
CS2840,3163,29,2074,150+,5+,501+
CS2841,3339,12,792,150+,5+,501+
CS2842,3140,24,1733,150+,5+,501+
CS2843,3289,18,1374,150+,5+,501+
CS2844,3310,11,740,150+,5+,501+
CS2845,3194,27,1829,150+,5+,501+
CS2846,3128,19,1283,150+,5+,501+
CS2847,3217,21,1493,150+,5+,501+
CS2848,3187,19,1331,150+,5+,501+
CS2849,3187,21,1301,150+,5+,501+
CS2850,3147,17,1131,150+,5+,501+
CS2851,3302,19,1392,150+,5+,501+
CS2852,3274,16,1151,150+,5+,501+
CS2853,3162,25,1779,150+,5+,501+
CS2854,3138,23,1564,150+,5+,501+
CS2855,3212,19,1346,150+,5+,501+
CS2856,3180,21,1448,150+,5+,501+
CS2857,3257,15,1095,150+,5+,501+
CS2858,3170,23,1555,150+,5+,501+
CS2859,3138,13,792,150+,5+,501+
CS2860,3293,21,1356,150+,5+,501+
CS2861,3131,14,1082,150+,5+,501+
CS2862,3144,24,1734,150+,5+,501+
CS2863,3254,25,1716,150+,5+,501+
CS2864,3177,23,1442,150+,5+,501+
CS2865,3158,25,1868,150+,5+,501+
CS2866,3138,22,1488,150+,5+,501+
CS2867,3142,21,1464,150+,5+,501+
CS2868,3169,20,1507,150+,5+,501+
CS2869,3148,21,1452,150+,5+,501+
CS2870,3168,24,1670,150+,5+,501+
CS2871,3266,29,2124,150+,5+,501+
CS2872,3122,22,1674,150+,5+,501+
CS2873,3137,29,2045,150+,5+,501+
CS2874,3191,14,930,150+,5+,501+
CS2875,3141,15,1007,150+,5+,501+
CS2876,3136,21,1369,150+,5+,501+
CS2877,3122,24,1677,150+,5+,501+
CS2878,3192,23,1610,150+,5+,501+
CS2879,3207,15,1028,150+,5+,501+
CS2880,3200,20,1482,150+,5+,501+
CS2881,3299,26,1801,150+,5+,501+
CS2882,3355,11,781,150+,5+,501+
CS2883,3303,21,1658,150+,5+,501+
CS2884,3121,21,1399,150+,5+,501+
CS2885,3151,28,1781,150+,5+,501+
CS2886,3225,16,897,150+,5+,501+
CS2887,3155,25,1527,150+,5+,501+
CS2888,3312,24,1792,150+,5+,501+
CS2889,3157,22,1536,150+,5+,501+
CS2890,3189,19,1308,150+,5+,501+
CS2891,3177,24,1823,150+,5+,501+
CS2892,3295,17,1181,150+,5+,501+
CS2893,3126,24,1724,150+,5+,501+
CS2894,3138,19,1377,150+,5+,501+
CS2895,3139,21,1304,150+,5+,501+
CS2896,3169,24,1845,150+,5+,501+
CS2897,3148,16,1188,150+,5+,501+
CS2898,3155,21,1336,150+,5+,501+
CS2899,3135,24,1673,150+,5+,501+
CS2900,3131,26,1954,150+,5+,501+
CS2901,3311,19,1259,150+,5+,501+
CS2902,3230,28,1961,150+,5+,501+
CS2903,3274,17,1289,150+,5+,501+
CS2904,3127,25,1869,150+,5+,501+
CS2905,3207,17,1185,150+,5+,501+
CS2906,3178,27,1935,150+,5+,501+
CS2907,3153,29,2039,150+,5+,501+
CS2908,3186,16,1061,150+,5+,501+
CS2909,3153,19,1412,150+,5+,501+
CS2910,3132,23,1345,150+,5+,501+
CS2911,3155,21,1511,150+,5+,501+
CS2912,3206,20,1361,150+,5+,501+
CS2913,3335,21,1490,150+,5+,501+
CS2914,3208,26,1792,150+,5+,501+
CS2915,3206,24,1749,150+,5+,501+
CS2916,3184,21,1514,150+,5+,501+
CS2917,3122,20,1474,150+,5+,501+
CS2918,3130,24,1741,150+,5+,501+
CS2919,3141,18,1313,150+,5+,501+
CS2920,3128,21,1419,150+,5+,501+
CS2921,3174,16,1044,150+,5+,501+
CS2922,3126,15,977,150+,5+,501+
CS2923,3316,13,966,150+,5+,501+
CS2924,3126,21,1459,150+,5+,501+
CS2925,3123,14,997,150+,5+,501+
CS2926,3146,14,986,150+,5+,501+
CS2927,3134,25,1581,150+,5+,501+
CS2928,3261,17,1243,150+,5+,501+
CS2929,3121,22,1449,150+,5+,501+
CS2930,3169,26,1955,150+,5+,501+
CS2931,3126,21,1550,150+,5+,501+
CS2932,3232,18,1228,150+,5+,501+
CS2933,3281,13,900,150+,5+,501+
CS2934,3138,17,1227,150+,5+,501+
CS2935,3131,21,1388,150+,5+,501+
CS2936,3183,13,813,150+,5+,501+
CS2937,3135,20,1394,150+,5+,501+
CS2938,3214,30,2039,150+,5+,501+
CS2939,3145,17,1227,150+,5+,501+
CS2940,3208,21,1334,150+,5+,501+
CS2941,3433,13,1077,150+,5+,501+
CS2942,3191,17,1246,150+,5+,501+
CS2943,3131,19,1306,150+,5+,501+
CS2944,3345,17,1239,150+,5+,501+
CS2945,3129,26,1911,150+,5+,501+
CS2946,3132,31,2238,150+,5+,501+
CS2947,3250,19,1348,150+,5+,501+
CS2948,3316,17,1199,150+,5+,501+
CS2949,3222,24,1581,150+,5+,501+
CS2950,3168,16,1072,150+,5+,501+
CS2951,3318,32,2382,150+,5+,501+
CS2952,3164,25,1691,150+,5+,501+
CS2953,3174,17,1093,150+,5+,501+
CS2954,3169,17,1404,150+,5+,501+
CS2955,3150,17,1191,150+,5+,501+
CS2956,3127,29,2050,150+,5+,501+
CS2957,3184,19,1251,150+,5+,501+
CS2958,3227,13,778,150+,5+,501+
CS2959,3135,16,1124,150+,5+,501+
CS2960,3156,16,1178,150+,5+,501+
CS2961,3174,30,2183,150+,5+,501+
CS2962,3121,23,1639,150+,5+,501+
CS2963,3202,16,1109,150+,5+,501+
CS2964,3217,21,1363,150+,5+,501+
CS2965,3283,13,793,150+,5+,501+
CS2966,3314,18,1143,150+,5+,501+
CS2967,3121,21,1425,150+,5+,501+
CS2968,3173,24,1649,150+,5+,501+
CS2969,3130,18,1314,150+,5+,501+
CS2970,3130,21,1496,150+,5+,501+
CS2971,3309,16,1029,150+,5+,501+
CS2972,3322,19,1301,150+,5+,501+
CS2973,3307,19,1317,150+,5+,501+
CS2974,3202,19,1368,150+,5+,501+
CS2975,3175,22,1387,150+,5+,501+
CS2976,3324,14,897,150+,5+,501+
CS2977,3131,21,1490,150+,5+,501+
CS2978,3240,20,1470,150+,5+,501+
CS2979,3123,20,1398,150+,5+,501+
CS2980,3288,21,1562,150+,5+,501+
CS2981,3229,18,1369,150+,5+,501+
CS2982,3203,22,1543,150+,5+,501+
CS2983,3132,23,1524,150+,5+,501+
CS2984,3172,29,1955,150+,5+,501+
CS2985,3347,16,1133,150+,5+,501+
CS2986,3201,25,1720,150+,5+,501+
CS2987,3209,20,1508,150+,5+,501+
CS2988,3139,22,1543,150+,5+,501+
CS2989,3130,26,1702,150+,5+,501+
CS2990,3215,27,1765,150+,5+,501+
CS2991,3128,22,1568,150+,5+,501+
CS2992,3290,16,1031,150+,5+,501+
CS2993,3194,16,1190,150+,5+,501+
CS2994,3163,22,1470,150+,5+,501+
CS2995,3160,14,794,150+,5+,501+
CS2996,3218,25,1719,150+,5+,501+
CS2997,3230,21,1503,150+,5+,501+
CS2998,3155,21,1456,150+,5+,501+
CS2999,3270,19,1262,150+,5+,501+
CS3000,3129,20,1379,150+,5+,501+
CS3001,3355,15,1193,150+,5+,501+
CS3002,3164,22,1394,150+,5+,501+
CS3003,3147,17,1213,150+,5+,501+
CS3004,3122,24,1939,150+,5+,501+
CS3005,3185,23,1740,150+,5+,501+
CS3006,3134,24,1732,150+,5+,501+
CS3007,3404,16,1127,150+,5+,501+
CS3008,3152,24,1788,150+,5+,501+
CS3009,3128,14,895,150+,5+,501+
CS3010,3121,26,1862,150+,5+,501+
CS3011,3213,28,1890,150+,5+,501+
CS3012,3162,24,1688,150+,5+,501+
CS3013,3128,35,2259,150+,5+,501+
CS3014,3201,23,1641,150+,5+,501+
CS3015,3133,24,1601,150+,5+,501+
CS3016,3446,9,634,150+,5+,501+
CS3017,3377,19,1424,150+,5+,501+
CS3018,3409,19,1190,150+,5+,501+
CS3019,3164,23,1593,150+,5+,501+
CS3020,3131,23,1486,150+,5+,501+
CS3021,3194,13,871,150+,5+,501+
CS3022,3179,21,1469,150+,5+,501+
CS3023,3192,19,1242,150+,5+,501+
CS3024,3251,24,1738,150+,5+,501+
CS3025,3199,13,960,150+,5+,501+
CS3026,3155,21,1409,150+,5+,501+
CS3027,3156,19,1345,150+,5+,501+
CS3028,3135,31,2214,150+,5+,501+
CS3029,3193,24,1705,150+,5+,501+
CS3030,3165,23,1579,150+,5+,501+
CS3031,3146,20,1407,150+,5+,501+
CS3032,3132,17,1305,150+,5+,501+
CS3033,3248,14,981,150+,5+,501+
CS3034,3205,22,1555,150+,5+,501+
CS3035,3246,20,1365,150+,5+,501+
CS3036,3149,23,1587,150+,5+,501+
CS3037,3172,21,1324,150+,5+,501+
CS3038,3149,17,1283,150+,5+,501+
CS3039,3145,17,1296,150+,5+,501+
CS3040,3141,17,1266,150+,5+,501+
CS3041,3126,22,1397,150+,5+,501+
CS3042,3155,14,936,150+,5+,501+
CS3043,3225,17,1154,150+,5+,501+
CS3044,3125,22,1576,150+,5+,501+
CS3045,3180,18,1351,150+,5+,501+
CS3046,3183,22,1631,150+,5+,501+
CS3047,3189,25,1729,150+,5+,501+
CS3048,3167,11,693,150+,5+,501+
CS3049,3135,21,1333,150+,5+,501+
CS3050,3221,20,1206,150+,5+,501+
CS3051,3234,19,1375,150+,5+,501+
CS3052,3161,26,1811,150+,5+,501+
CS3053,3182,15,1311,150+,5+,501+
CS3054,3142,14,1028,150+,5+,501+
CS3055,3182,21,1542,150+,5+,501+
CS3056,3247,17,1169,150+,5+,501+
CS3057,3222,13,924,150+,5+,501+
CS3058,3133,25,1810,150+,5+,501+
CS3059,3210,18,1349,150+,5+,501+
CS3060,3229,24,1763,150+,5+,501+
CS3061,3183,23,1749,150+,5+,501+
CS3062,3178,21,1546,150+,5+,501+
CS3063,3226,14,919,150+,5+,501+
CS3064,3502,22,1425,150+,5+,501+
CS3065,3250,16,967,150+,5+,501+
CS3066,3203,19,1273,150+,5+,501+
CS3067,3138,22,1450,150+,5+,501+
CS3068,3175,18,1181,150+,5+,501+
CS3069,3168,22,1487,150+,5+,501+
CS3070,3171,21,1433,150+,5+,501+
CS3071,3143,23,1642,150+,5+,501+
CS3072,3180,18,1154,150+,5+,501+
CS3073,3152,27,1940,150+,5+,501+
CS3074,3188,22,1794,150+,5+,501+
CS3075,3124,19,1261,150+,5+,501+
CS3076,3144,21,1605,150+,5+,501+
CS3077,3191,29,1977,150+,5+,501+
CS3078,3127,17,1021,150+,5+,501+
CS3079,3254,24,1535,150+,5+,501+
CS3080,3134,24,1596,150+,5+,501+
CS3081,3212,21,1472,150+,5+,501+
CS3082,3200,21,1400,150+,5+,501+
CS3083,3194,17,1069,150+,5+,501+
CS3084,3422,12,904,150+,5+,501+
CS3085,3236,23,1618,150+,5+,501+
CS3086,3161,23,1561,150+,5+,501+
CS3087,3200,16,1007,150+,5+,501+
CS3088,3315,16,1106,150+,5+,501+
CS3089,3234,14,1050,150+,5+,501+
CS3090,3201,18,1198,150+,5+,501+
CS3091,3280,14,881,150+,5+,501+
CS3092,3205,21,1594,150+,5+,501+
CS3093,3149,21,1383,150+,5+,501+
CS3094,3392,15,1121,150+,5+,501+
CS3095,3253,24,1634,150+,5+,501+
CS3096,3172,18,1325,150+,5+,501+
CS3097,3288,19,1296,150+,5+,501+
CS3098,3325,21,1359,150+,5+,501+
CS3099,3230,17,1112,150+,5+,501+
CS3100,3134,18,1437,150+,5+,501+
CS3101,3128,30,2106,150+,5+,501+
CS3102,3236,14,1031,150+,5+,501+
CS3103,3124,16,1006,150+,5+,501+
CS3104,3277,17,1174,150+,5+,501+
CS3105,3144,21,1432,150+,5+,501+
CS3106,3269,18,1270,150+,5+,501+
CS3107,3150,17,1233,150+,5+,501+
CS3108,3388,16,1032,150+,5+,501+
CS3109,3128,20,1402,150+,5+,501+
CS3110,3242,19,1279,150+,5+,501+
CS3111,3331,21,1644,150+,5+,501+
CS3112,3241,20,1225,150+,5+,501+
CS3113,3239,12,937,150+,5+,501+
CS3114,3292,18,1173,150+,5+,501+
CS3115,3141,15,1074,150+,5+,501+
CS3116,3143,25,1918,150+,5+,501+
CS3117,3255,23,1562,150+,5+,501+
CS3118,3135,22,1436,150+,5+,501+
CS3119,3189,22,1642,150+,5+,501+
CS3120,3168,12,808,150+,5+,501+
CS3121,3127,23,1694,150+,5+,501+
CS3122,3152,23,1519,150+,5+,501+
CS3123,3134,23,1543,150+,5+,501+
CS3124,3240,19,1335,150+,5+,501+
CS3125,3190,14,1116,150+,5+,501+
CS3126,3277,20,1304,150+,5+,501+
CS3127,3121,26,1665,150+,5+,501+
CS3128,3208,23,1472,150+,5+,501+
CS3129,3127,27,1894,150+,5+,501+
CS3130,3142,24,1674,150+,5+,501+
CS3131,3127,28,2060,150+,5+,501+
CS3132,3125,22,1719,150+,5+,501+
CS3133,3329,14,892,150+,5+,501+
CS3134,3262,19,1203,150+,5+,501+
CS3135,3257,16,1097,150+,5+,501+
CS3136,3188,24,1629,150+,5+,501+
CS3137,3127,17,1201,150+,5+,501+
CS3138,3261,16,999,150+,5+,501+
CS3139,3134,23,1673,150+,5+,501+
CS3140,3327,12,852,150+,5+,501+
CS3141,3167,25,1772,150+,5+,501+
CS3142,3150,19,1463,150+,5+,501+
CS3143,3164,23,1432,150+,5+,501+
CS3144,3152,25,1808,150+,5+,501+
CS3145,3149,21,1339,150+,5+,501+
CS3146,3127,18,1316,150+,5+,501+
CS3147,3279,17,1211,150+,5+,501+
CS3148,3394,20,1474,150+,5+,501+
CS3149,3168,12,783,150+,5+,501+
CS3150,3139,16,1149,150+,5+,501+
CS3151,3194,18,1275,150+,5+,501+
CS3152,3212,15,924,150+,5+,501+
CS3153,3279,18,1331,150+,5+,501+
CS3154,3219,22,1478,150+,5+,501+
CS3155,3182,25,1858,150+,5+,501+
CS3156,3250,24,1624,150+,5+,501+
CS3157,3177,22,1686,150+,5+,501+
CS3158,3232,17,1229,150+,5+,501+
CS3159,3161,20,1462,150+,5+,501+
CS3160,3238,16,1019,150+,5+,501+
CS3161,3184,18,1253,150+,5+,501+
CS3162,3137,17,998,150+,5+,501+
CS3163,3184,31,2413,150+,5+,501+
CS3164,3230,29,1916,150+,5+,501+
CS3165,3236,30,2202,150+,5+,501+
CS3166,3135,25,1697,150+,5+,501+
CS3167,3203,18,1345,150+,5+,501+
CS3168,3151,14,962,150+,5+,501+
CS3169,3166,14,1061,150+,5+,501+
CS3170,3258,18,1178,150+,5+,501+
CS3171,3234,16,1205,150+,5+,501+
CS3172,3199,22,1465,150+,5+,501+
CS3173,3131,17,1085,150+,5+,501+
CS3174,3171,23,1581,150+,5+,501+
CS3175,3176,13,954,150+,5+,501+
CS3176,3131,16,895,150+,5+,501+
CS3177,3166,18,1246,150+,5+,501+
CS3178,3164,21,1543,150+,5+,501+
CS3179,3183,24,1572,150+,5+,501+
CS3180,3240,25,1911,150+,5+,501+
CS3181,3331,22,1593,150+,5+,501+
CS3182,3145,25,1630,150+,5+,501+
CS3183,3194,21,1370,150+,5+,501+
CS3184,3145,20,1578,150+,5+,501+
CS3185,3274,13,939,150+,5+,501+
CS3186,3212,21,1581,150+,5+,501+
CS3187,3166,21,1487,150+,5+,501+
CS3188,3210,18,1188,150+,5+,501+
CS3189,3164,24,1652,150+,5+,501+
CS3190,3178,23,1684,150+,5+,501+
CS3191,3175,23,1478,150+,5+,501+
CS3192,3200,12,891,150+,5+,501+
CS3193,3122,19,1288,150+,5+,501+
CS3194,3137,22,1459,150+,5+,501+
CS3195,3136,27,1743,150+,5+,501+
CS3196,3208,22,1540,150+,5+,501+
CS3197,3261,16,1176,150+,5+,501+
CS3198,3146,24,1742,150+,5+,501+
CS3199,3166,24,1542,150+,5+,501+
CS3200,3266,14,1015,150+,5+,501+
CS3201,3211,26,2014,150+,5+,501+
CS3202,3182,21,1565,150+,5+,501+
CS3203,3214,18,1319,150+,5+,501+
CS3204,3176,19,1154,150+,5+,501+
CS3205,3121,23,1522,150+,5+,501+
CS3206,3123,18,1256,150+,5+,501+
CS3207,3156,20,1322,150+,5+,501+
CS3208,3333,15,1123,150+,5+,501+
CS3209,3174,23,1707,150+,5+,501+
CS3210,3165,24,1772,150+,5+,501+
CS3211,3157,11,741,150+,5+,501+
CS3212,3240,21,1689,150+,5+,501+
CS3213,3269,24,1446,150+,5+,501+
CS3214,3198,21,1464,150+,5+,501+
CS3215,3182,16,1128,150+,5+,501+
CS3216,3181,22,1597,150+,5+,501+
CS3217,3126,19,1506,150+,5+,501+
CS3218,3127,22,1717,150+,5+,501+
CS3219,3184,23,1654,150+,5+,501+
CS3220,3122,20,1429,150+,5+,501+
CS3221,3269,28,2159,150+,5+,501+
CS3222,3135,25,1828,150+,5+,501+
CS3223,3279,24,1699,150+,5+,501+
CS3224,3165,26,1751,150+,5+,501+
CS3225,3277,16,1204,150+,5+,501+
CS3226,3360,17,1183,150+,5+,501+
CS3227,3227,21,1545,150+,5+,501+
CS3228,3222,28,2047,150+,5+,501+
CS3229,3164,27,1754,150+,5+,501+
CS3230,3240,19,1222,150+,5+,501+
CS3231,3207,19,1314,150+,5+,501+
CS3232,3196,21,1562,150+,5+,501+
CS3233,3142,16,1177,150+,5+,501+
CS3234,3125,26,1707,150+,5+,501+
CS3235,3178,13,790,150+,5+,501+
CS3236,3124,15,995,150+,5+,501+
CS3237,3141,22,1545,150+,5+,501+
CS3238,3121,21,1529,150+,5+,501+
CS3239,3286,13,769,150+,5+,501+
CS3240,3229,16,1016,150+,5+,501+
CS3241,3229,17,1257,150+,5+,501+
CS3242,3175,24,1843,150+,5+,501+
CS3243,3204,18,1358,150+,5+,501+
CS3244,3334,15,1095,150+,5+,501+
CS3245,3255,20,1321,150+,5+,501+
CS3246,3140,15,1012,150+,5+,501+
CS3247,3271,21,1597,150+,5+,501+
CS3248,3176,14,823,150+,5+,501+
CS3249,3188,28,1868,150+,5+,501+
CS3250,3183,18,1217,150+,5+,501+
CS3251,3128,18,1162,150+,5+,501+
CS3252,3151,15,1039,150+,5+,501+
CS3253,3199,19,1241,150+,5+,501+
CS3254,3175,21,1443,150+,5+,501+
CS3255,3196,19,1197,150+,5+,501+
CS3256,3283,20,1384,150+,5+,501+
CS3257,3177,16,1135,150+,5+,501+
CS3258,3222,20,1348,150+,5+,501+
CS3259,3169,23,1674,150+,5+,501+
CS3260,3159,21,1654,150+,5+,501+
CS3261,3441,16,1047,150+,5+,501+
CS3262,3139,22,1555,150+,5+,501+
